Codice,Nome,Descrizione,Prezzo,Link Foto,Disponibilità
02-SSC-4557,SonicWall Analytics Software for NSV100 Series - 2 Year - 02-SSC-4557,"Gain real-time threat intelligence from the aggregation, normalization, and contextualization of security data | Get deep insights into everything that is happening in the security ecosystem | Empower stakeholders to discover, interpret and prioritize security risks | Enable good policy decisions and defensive actions based on actionable analytics | Manufacturer Part #: 02-SSC-4557",245.82,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-4559,SonicWall Analytics Software for NSV200 Series - 1 Year - 02-SSC-4559,"Gain real-time threat intelligence from the aggregation, normalization, and contextualization of security data | Get deep insights into everything that is happening in the security ecosystem | Empower stakeholders to discover, interpret and prioritize security risks | Enable good policy decisions and defensive actions based on actionable analytics | Manufacturer Part #: 02-SSC-4559",118.08,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-4560,SonicWall Analytics Software for NSV200 Series - 2 Year - 02-SSC-4560,"Gain real-time threat intelligence from the aggregation, normalization, and contextualization of security data | Get deep insights into everything that is happening in the security ecosystem | Empower stakeholders to discover, interpret and prioritize security risks | Enable good policy decisions and defensive actions based on actionable analytics | Manufacturer Part #: 02-SSC-4560",224.35,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-4562,SonicWall Analytics Software for NSV300 Series - 1 Year - 02-SSC-4562,"Gain real-time threat intelligence from the aggregation, normalization, and contextualization of security data | Get deep insights into everything that is happening in the security ecosystem | Empower stakeholders to discover, interpret and prioritize security risks | Enable good policy decisions and defensive actions based on actionable analytics | Manufacturer Part #: 02-SSC-4562",159.39,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-4563,SonicWall Analytics Software for NSV300 Series - 2 Year - 02-SSC-4563,"Gain real-time threat intelligence from the aggregation, normalization, and contextualization of security data | Get deep insights into everything that is happening in the security ecosystem | Empower stakeholders to discover, interpret and prioritize security risks | Enable good policy decisions and defensive actions based on actionable analytics | Manufacturer Part #: 02-SSC-4563",302.84,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-4565,SonicWall Analytics Software for NSV400 Series - 1 Year - 02-SSC-4565,"Gain real-time threat intelligence from the aggregation, normalization, and contextualization of security data | Get deep insights into everything that is happening in the security ecosystem | Empower stakeholders to discover, interpret and prioritize security risks | Enable good policy decisions and defensive actions based on actionable analytics | Manufacturer Part #: 02-SSC-4565",194.4,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-4566,SonicWall Analytics Software for NSV400 Series - 2 Year - 02-SSC-4566,"Gain real-time threat intelligence from the aggregation, normalization, and contextualization of security data | Get deep insights into everything that is happening in the security ecosystem | Empower stakeholders to discover, interpret and prioritize security risks | Enable good policy decisions and defensive actions based on actionable analytics | Manufacturer Part #: 02-SSC-4566",369.36,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-4568,SonicWall Analytics Software for NSV800 Series - 1 Year - 02-SSC-4568,"Gain real-time threat intelligence from the aggregation, normalization, and contextualization of security data | Get deep insights into everything that is happening in the security ecosystem | Empower stakeholders to discover, interpret and prioritize security risks | Enable good policy decisions and defensive actions based on actionable analytics | Manufacturer Part #: 02-SSC-4568",332.44,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-4569,SonicWall Analytics Software for NSV800 Series - 2 Year - 02-SSC-4569,"Gain real-time threat intelligence from the aggregation, normalization, and contextualization of security data | Get deep insights into everything that is happening in the security ecosystem | Empower stakeholders to discover, interpret and prioritize security risks | Enable good policy decisions and defensive actions based on actionable analytics | Manufacturer Part #: 02-SSC-4569",631.63,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-4571,SonicWall Analytics Software for NSV1600 Series - 1 Year - 02-SSC-4571,"Gain real-time threat intelligence from the aggregation, normalization, and contextualization of security data | Get deep insights into everything that is happening in the security ecosystem | Empower stakeholders to discover, interpret and prioritize security risks | Enable good policy decisions and defensive actions based on actionable analytics | Manufacturer Part #: 02-SSC-4571",552.15,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-4572,SonicWall Analytics Software for NSV1600 Series - 2 Year - 02-SSC-4572,"Gain real-time threat intelligence from the aggregation, normalization, and contextualization of security data | Get deep insights into everything that is happening in the security ecosystem | Empower stakeholders to discover, interpret and prioritize security risks | Enable good policy decisions and defensive actions based on actionable analytics | Manufacturer Part #: 02-SSC-4572",1049.09,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
01-SSC-0573,SonicWall Expanded OS License for SonicWall TZ400 - 01-SSC-0573,Descrizione non disponibile,236.69,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_51.jpg,Prodotto non disponibile
01-SSC-4459,"SonicWall Gateway Anti-Malware, Intrusion Prevention, & Application Control for NSa 2600 - 1 Year - 01-SSC-4459",Application Intelligence & Control | Ultimate Scalability & Performance | Simplified Deployment & Management | Integrated Deep Packet Inspection Technology | Manufacturer Part #: 01-SSC-4459,1027.94,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_52.jpg,Prodotto non disponibile
01-SSC-0502,SonicWall Expanded License for TZ500 Series - 01-SSC-0502,Descrizione non disponibile,447.09,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_54.jpg,Prodotto non disponibile
01-SSC-0266,SonicWall Expanded License for TZ600 Series - 01-SSC-0266,Descrizione non disponibile,590.54,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_54_1.jpg,Prodotto non disponibile
01-SSC-4481,SonicWall Expanded License for NSA 6650 and 6600 Series - 01-SSC-4481,Descrizione non disponibile,1371.8,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_54_1_1.jpg,Prodotto non disponibile
01-SSC-4480,SonicWall Expanded License for NSA 5650 and 5600 Series - 01-SSC-4480,Descrizione non disponibile,958.19,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_54_1_1_1.jpg,Prodotto non disponibile
01-SSC-7091,"SonicWall Expanded License for NSA 3500, 3600 and 3650 Series - 01-SSC-7091",Descrizione non disponibile,886.05,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_54_1_1_1_1.jpg,Prodotto non disponibile
02-SSC-5219,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For SOHO 250 - 1 Year - 02-SSC-5219,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5219",112.37,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5220,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For SOHO 250 - 2 Year - 02-SSC-5220,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5220",191.03,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5221,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For SOHO 250 - 3 Year - 02-SSC-5221,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5221",269.69,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5213,"SonicWall Network Security Manager Advanced With Management, Reporting, And Analytics For SOHO 250 - 1 Year - 02-SSC-5213","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5213",381.35,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5214,"SonicWall Network Security Manager Advanced With Management, Reporting, And Analytics For SOHO 250 - 2 Year - 02-SSC-5214","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5214",648.28,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5215,"SonicWall Network Security Manager Advanced With Management, Reporting, And Analytics For SOHO 250 - 3 Year - 02-SSC-5215","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5215",915.22,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5239,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For TZ350 - 1 Year - 02-SSC-5239,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5239",163.78,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5240,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For TZ350 - 2 Year - 02-SSC-5240,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5240",278.42,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5231,"SonicWall Network Security Manager Advanced With Management, Reporting, And Analytics For TZ350 - 1 Year - 02-SSC-5231","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5231",462.64,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5232,"SonicWall Network Security Manager Advanced With Management, Reporting, And Analytics For TZ350 - 2 Year - 02-SSC-5232","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5232",786.47,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5263,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For TZ400 - 1 Year - 02-SSC-5263,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5263",221.16,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5264,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For TZ400 - 2 Year - 02-SSC-5264,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5264",375.97,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5257,"SonicWall Network Security Manager Advanced With Management, Reporting, And Analytics For TZ400 - 1 Year - 02-SSC-5257","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5257",565.44,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5258,"SonicWall Network Security Manager Advanced With Management, Reporting, And Analytics For TZ400 - 2 Year - 02-SSC-5258","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5258",961.25,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5183,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For TZ500 - 1 Year - 02-SSC-5183,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5183",267.78,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5184,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For TZ500 - 2 Year - 02-SSC-5184,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5184",455.21,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5177,"SonicWall Network Security Manager Advanced With Management, Reporting, And Analytics For TZ500 - 1 Year - 02-SSC-5177","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5177",595.32,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5178,"SonicWall Network Security Manager Advanced With Management, Reporting, And Analytics For TZ500 - 2 Year - 02-SSC-5178","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5178",1012.04,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5201,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For TZ600 - 1 Year - 02-SSC-5201,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5201",353.84,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5202,SonicWall Network Security Manager Essential With Management And 7-Day Reporting For TZ600 - 2 Year - 02-SSC-5202,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5202",601.54,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5195,"SonicWall Network Security Manager Advanced With Management, Reporting, And Analytics For TZ600 - 1 Year - 02-SSC-5195","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5195",786.59,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5196,"SonicWall Network Security Manager Advanced With Management, Reporting, And Analytics For TZ600 - 2 Year - 02-SSC-5196","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynamic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5196",1337.2,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product_76_2.jpg,Prodotto non disponibile
02-SSC-5281,SonicWall Network Security Manager Essential with Management & 7-Day Reporting for NSa2600/NSa2650 - 1 Year - 02-SSC-5281,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynaic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5281",487.95,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-5275,"SonicWall Network Security Manager Advanced with Management, Reporting, & Analytics for NSa2600/NSa2650 - 1 Year - 02-SSC-5275","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynaic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5275",813.98,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-5299,SonicWall Network Security Manager Essential with Management & 7-Day Reporting for NSa3600/NSa3650 - 1 Year - 02-SSC-5299,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynaic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5299",520.55,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-5293,"SonicWall Network Security Manager Advanced with Management, Reporting, & Analytics for NSa3600/NSa3650 - 1 Year - 02-SSC-5293","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynaic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5293",1085.66,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-5325,SonicWall Network Security Manager Essential with Management & 7-Day Reporting for NSa4600/NSa4650 - 1 Year - 02-SSC-5325,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynaic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5325",728.13,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-5319,"SonicWall Network Security Manager Advanced with Management, Reporting, & Analytics for NSa4600/NSa4650 - 1 Year - 02-SSC-5319","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynaic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5319",1398.65,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-5347,SonicWall Network Security Manager Essential with Management & 7-Day Reporting for NSa5600/NSa5650 - 1 Year - 02-SSC-5347,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynaic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5347",836.8,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-5341,"SonicWall Network Security Manager Advanced with Management, Reporting, & Analytics for NSa5600/NSa5650 - 1 Year - 02-SSC-5341","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynaic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5341",1552.97,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-5365,SonicWall Network Security Manager Essential with Management & 7-Day Reporting for NSa6600/NSa6650 - 1 Year - 02-SSC-5365,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynaic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5365",1521.45,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-5359,"SonicWall Network Security Manager Advanced with Management, Reporting, & Analytics for NSa6600/NSa6650 - 1 Year - 02-SSC-5359","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynaic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5359",2824.46,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-5383,SonicWall Network Security Manager Essential with Management & 7-Day Reporting for NSv10 - 1 Year - 02-SSC-5383,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynaic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5383",74.66,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-5377,"SonicWall Network Security Manager Advanced with Management, Reporting, & Analytics for NSv10 - 1 Year - 02-SSC-5377","Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynaic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5377",265.55,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
02-SSC-5401,SonicWall Network Security Manager Essential with Management & 7-Day Reporting for NSv25 - 1 Year - 02-SSC-5401,"Deploy & manage all firewall devices, device groups, & tenants from one place | Synchronize & enforce consistent security policies across environments | Monitor everythng from one dynaic dashboard with detailed reports & analytics | Central firewall management for all environments--small business or enterprise | Device-level user-based analytics, app analytics, threat analytics, drill-downs, & pivots | Manufacturer Part #: 02-SSC-5401",130.41,https://www.firewalls.com/media/catalog/product/cache/1c27e2e8ad47e48ad96258356e225522/s/o/sonicwall-digital-product.jpg,Prodotto non disponibile
